rawi_index,name,grade,places,birth,death,date_birth,date_death
4380,عصمة بن الفضل,ثقة,['بغداد'],185.0,250.0,,250 هـ
4381,عطاء,مقبول,['الساحل'],55.0,120.0,,
4382,عطاء,مقبول,[],55.0,120.0,,
4383,عطاء,مقبول,['المدينة'],39.23809523809524,104.23809523809524,,
4384,عطاء,مقبول,[],20.0,104.23809523809524,20 هـ,
4385,عطاء بن أبي رباح : أسلم,ثقة فقيه ، فاضل لكنه كثير الإرسال ، وقيل : إنه تغير بآخره ، ولم يكثر ذلك منه,"['مكة', 'الجند من اليمن']",27.0,114.8,27 هـ,112 هـ ، أو 114 هـ ، أو 115 هـ ، أو 116 هـ ، أو 117 هـ
4386,عطاء بن أبي مروان : سعد ، وقيل : عبد الرحمن بن مصعب ، وقيل : مغيث بن عمرو,ثقة,['الكوفة'],65.0,130.0,,بعد 130 هـ
4387,عطاء بن أبي مسلم : عبد الله ، ويقال : ميسرة,صدوق يهم كثيرا ، ويرسل ، ويدلس,"['الشام', 'بيت المقدس', 'أريحا']",55.0,134.0,50 هـ ، أو 60 هـ,133 هـ ، أو 135 هـ
4388,عطاء بن أبي ميمونة : منيع,ثقة,['البصرة'],66.0,131.0,,131 هـ
4389,"عطاء بن السائب بن مالك , ويقال : زيد ، ويقال : يزيد",صدوق اختلط,"['الكوفة', 'البصرة']",70.0,135.0,,133 هـ ، أو 134 هـ ، أو 136 هـ ، أو 137 هـ
4390,عطاء بن صهيب,ثقة,[],60.5,125.5,,بين 121 هـ و130 هـ
4391,عطاء بن عجلان,متروك,[],70.5,135.5,,بين 131 هـ و140 هـ
4392,عطاء بن فروخ,مقبول,"['البصرة', 'المدينة']",30.5,95.5,,بين 91 هـ و100 هـ
4393,عطاء بن قرة,صدوق,['دمشق'],67.0,132.0,,132 هـ
4394,عطاء بن مسلم,صدوق يخطئ كثيرا,"['حلب', 'أنطاكية', 'بغداد']",125.0,190.0,,190 هـ
4395,عطاء بن ميناء,صدوق,['المدينة'],30.5,95.5,,بين 91 هـ و100 هـ
4396,عطاء بن نافع,ثقة,"['كيخاران ""موضع باليمن""']",55.0,120.0,,
4397,عطاء بن يزيد,ثقة,"['الرملة', 'الشام']",25.0,106.0,25 هـ,105 هـ ، أو 107 هـ
4398,عطاء بن يسار,ثقة فاضل ، صاحب مواعظ وعبادة,"['الشام', 'مصر', 'الإسكندرية']",19.0,99.5,19 هـ,94 هـ ، أو 97 هـ ، أو 103 هـ ، أو 104 هـ
4399,عطاء بن يعقوب,ثقة .,[],39.23809523809524,104.23809523809524,,
4400,عطاء,مقبول,[],39.23809523809524,104.23809523809524,,
4401,عطاء بن دينار,صدوق,['مصر'],61.0,126.0,,126 هـ
4402,عطاف بن خالد بن عبد الله بن العاص بن وابصة بن خالد بن عبد الله بن عمرو بن مخزوم,صدوق يهم,[],91.0,175.5,91 هـ,قبل مالك ، بين 171 هـ و 180 هـ
4403,عطية,صحابي صغير,['الكوفة'],0.5,65.5,,بين 61 هـ و70 هـ
4404,عطية بن بسر,صحابي صغير,['حمص'],10.5,75.5,,بين 71 هـ و80 هـ
4405,عطية بن الحارث,صدوق,[],80.5,145.5,,بين 141 هـ و150 هـ
4406,عطية بن سعد بن جنادة,صدوق يخطئ كثيرا ، وكان شيعيا مدلسا,[],54.0,119.0,,"111 هـ ، وقال اب حجر فى "" تهذيب التهذيب ""  وقيل : سنة ( 127 هـ)  :   ذكره ابن قانع ، والقراب"
4407,عطية بن سفيان بن عبد الله بن ربيعة,صدوق,[],39.23809523809524,104.23809523809524,,
4408,عطية بن عامر,مقبول,[],20.25,85.25,,
4409,عطية بن عروة ، ويقال : ابن سعد ، ويقال : ابن عمرو بن عروة بن القين ، ويقال ابن قيس بن عامر بن عميرة بن ملان بن ناصرة بن قصبة بن نضر بن سعد بن بكر بن هوازن,صحابي,['الشام'],10.5,75.5,,بين 71 هـ و80 هـ
4410,عطية بن قيس,ثقة مقرئ,['الشام'],12.0,111.66666666666667,7 هـ ، وقال ابن حبان فى الثقات:  17 هـ,104 هـ ، أو 110 هـ ، أو 121 هـ
4412,عفان بن مسلم بن عبد الله,ثقة ثبت,['بغداد'],134.0,219.5,134 هـ,219 هـ ، أو 220 هـ
4413,عفير بن معدان,ضعيف,[],103.0,168.0,,168 هـ
4414,عفيف بن عمرو بن المسيب,مقبول,[],74.0,139.0,,
4415,عقار بن المغيرة بن شعبة,ثقة,[],39.23809523809524,104.23809523809524,,
4416,عقبة,مجهول,[],96.0,161.0,,
4417,عقبة,مقبول,[],39.23809523809524,104.23809523809524,,
4419,عقبة بن أبي ثبيت : سريج,ثقة,[],74.0,139.0,,
4420,عقبة بن أوس ، ويقال : يعقوب بن أوس,صدوق  ووهم من قال : له صحبة,[],55.0,120.0,,
4421,عقبة بن التوأم,مقبول,[],96.0,161.0,,
4422,عقبة بن الحارث بن عامر بن نوفل بن عبد مناف بن قصي,صحابي من مسلمة الفتح,['مكة'],-15.0,50.0,,بعد 50 هـ
4423,عقبة بن حريث,ثقة,['الكوفة'],50.5,115.5,,بين 111 هـ و120 هـ
4424,عقبة بن خالد بن عقبة بن خالد,صدوق صاحب حديث,[],123.0,188.0,,188 هـ
4425,عقبة بن سيار ، ويقال : ابن سنان,ثقة,['البصرة'],74.0,139.0,,
4426,عقبة بن شداد ، ويقال : عتبة,ضعيف,[],74.0,139.0,,
4427,عقبة بن صهبان,ثقة,['البصرة'],11.5,76.5,,بعد 70 هـ ، أو : في أول ولاية الحجاج على العراق ، أو : 83 هـ
4428,"عقبة بن عامر بن عبس بن عمرو بن عدي بن عمرو بن 
رفاعة بن مودوعة بن عدي بن غنم بن الربعة بن رشدان بن قيس بن جهينة",صحابي مشهور,"['مصر', 'دمشق']",-6.0,59.0,,58 هـ ، أو : في قرب 60هـ
4429,عقبة بن عبد الرحمن أبي معمر ، ويقال : ابن معمر,مجهول,[],117.0,182.0,,
4430,عقبة بن عبد الغافر,ثقة,[],17.5,82.5,,82 هـ ، أو : 83 هـ
4431,عقبة بن عبد الله,ضعيف ، وربما دلس,[],101.0,166.0,,166 هـ
4432,أبو الرحال : عقبة بن عبيد,مقبول,[],90.5,155.5,,151هـ : 160هـ
4433,عقبة بن علقمة,ضعيف,[],39.23809523809524,104.23809523809524,,
4434,عقبة بن علقمة بن حديج,صدوق ، لكن كان ابنه محمد يدخل عليه ما ليس من حديثه,['الشام'],139.0,204.0,,204 هـ
4435,عقبة بن عمرو بن ثعلبة بن أسيرة بن عسيرة بن عطية بن جدارة بن عوف بن الحارث بن الخزرج,صحابي جليل,"['الكوفة', 'قيل : إنه كان يسكن ماء ببدر', 'قيل : بالمدينة']",-24.0,41.0,,40هـ ، أو قبلها أو بعدها ، أو : 41هـ ، أو : 42هـ
4437,عقبة بن مالك,صحابي,['البصرة'],-5.583333333333329,59.41666666666667,,
4438,عقبة بن مسلم,ثقة,['مصر'],55.0,120.0,,120 هـ تقريبا
4439,عقبة بن مكرم بن أفلح بن جراد,ثقة,"['البصرة', 'بغداد']",181.5,246.5,,243 هـ ، أو : 250 هـ أو قبلها بقليل أو بعدها بقليل
4440,عقبة بن وساج بن حصن,ثقة,['فلسطين'],16.66666666666667,81.66666666666667,,80 هـ ، أو : 82 هـ أو : 83 هـ
4441,عقبة بن وهب بن عقبة,مقبول,[],74.0,139.0,,
4442,عقيل بن أبي طالب بن عبد المطلب بن هاشم,صحابي,[],-5.0,60.0,,"في خلافة معاوية 
، أو 60هـ
 ، أو بعدها ، أو
 في أول خلافة يزيد قبل الحرة"
4443,عقيل بن جابر بن عبد الله,مقبول,['المدينة'],55.0,120.0,,
4444,عقيل بن خالد بن عقيل,ثقة ثبت,"['المدينة', 'الشام', 'مصر']",77.33333333333334,142.33333333333334,,141 هـ ، أو : 142 هـ ، أو : 144 هـ
4445,"عقيل بن شبيب , وقيل : سعيد",مجهول,[],55.0,120.0,,
4446,عقيل بن طلحة,ثقة,[],60.5,125.5,,121 هـ : 130 هـ
4447,عقيل بن مدرك,مقبول,[],70.5,135.5,,131هـ : 140هـ
4448,عقيل بن معقل بن منبه,صدوق,[],80.5,145.5,,141هـ : 150هـ
4449,"أبو حاتم , قيل: اسمه عقيل بن مقرن",صحابي ، له حديث ، وقيل : لا صحبة له,[],-65.0,0.0,,
4450,عقيلة بنت أسمر بن مضرس,لا يعرف حالها,[],55.0,120.0,,
4451,عقيلة,لا يعرف حالها,[],70.0,135.0,,
4452,عكراش بن ذويب بن حرقوص بن جعدة بن عمرو بن النزال بن مرة بن عبيد بن مقاعس بن عمرو بن كعب بن سعد بن زيد مناة بن تميم,صحابي,[],45.0,110.0,,110هـ
4453,عكرمة بن أبي جهل : عمرو بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم,صحابي,['أجنادين'],-51.0,14.0,,15 هـ ، أو : يوم أجنادين ، وقيل : 13 هـ
4454,عكرمة بن خالد بن العاص بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم,ثقة,['مكة'],39.23809523809524,104.23809523809524,,مات بعد عطاء بن أبي رباح ، وعطاء مات سنة خمس عشرة ومائة ، ويقال : سنة أربع عشرة
4455,عكرمة بن سلمة بن ربيعة,مجهول,[],55.0,120.0,,
4456,عكرمة بن عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم,ثقة ، مقل,['المدينة'],38.0,103.0,,103 هـ
4457,عكرمة بن عمار بن عقبة بن حبيب بن شهاب بن ذباب بن الحارث بن حمصانة بن الأسعد بن جذيمة بن سعد بن عجل,صدوق يغلط ، وفي روايته عن يحيى بن أبي كثير اضطراب ، ولم يكن له كتاب,"['اليمامة', 'البصرة', 'بغداد']",94.5,159.5,,159 هـ ، أو 160 هـ
4458,عكرمة,ثقة ثبت عالم بالتفسير ، لم يثبت تكذيبه عن ابن عمر ، ولا تثبت عنه بدعة,"['المدينة', 'مكة', 'المغرب', 'البصرة', 'سمرقند', 'الشام', 'مصر', 'إفريقية', 'القيروان', 'مرو', 'صنعاء', 'خراسان']",42.400000000000006,107.4,,قال ابن المديني : 104 هـ . وقال أبو سعيد بن يونس وغيره : 105 هـ ، وقال الهيثم بن عدي ، وأبو عمر الضرير : 106 هـ . وقال أبو معشر المدني وغيره : 107 هـ . وقيل عن الهيثم بن عدي ، وأبي الحسن المدائني ، ويحيى بن معين : 115 هـ . وذلك وهم
4459,العلاء,مجهول,[],96.0,161.0,,
4460,العلاء بن أبي حكيم : يحيى,ثقة,[],55.0,120.0,,
4461,العلاء,مقبول,[],96.0,161.0,,
4462,العلاء بن بشير,مجهول,[],74.0,139.0,,
4463,العلاء بن الحارث بن عبد الوارث,صدوق فقيه,[],71.0,136.0,,136 هـ
4464,العلاء بن الحضرمي: عبد الله بن عمار بن أكبر بن ربيعة بن مالك بن عويف بن مالك بن الخزرج بن إياد بن الصدف بن زيد بن مقنع بن حضرموت,صحابي جليل,"['البحرين', 'ماء من مياه بني تميم يقال له : بياس', 'قيل : البحرين']",-47.5,17.5,,14 هـ ، أو : 21 هـ
4466,العلاء بن خالد,صدوق,[],70.5,135.5,,131 هـ : 140 هـ
4467,العلاء بن زهير بن عبد الله بن زهير بن سليم,ثقة,[],90.5,155.5,,151هـ : 160هـ
4468,العلاء بن زياد بن مطر بن شريح,أحد العباد ثقة,"['البصرة', 'الشام']",29.0,94.0,,94 هـ
4469,"العلاء بن زيد , ويقال : زيدل",متروك,[],100.5,165.5,,161هـ : 170هـ
4470,العلاء بن سالم,صدوق,['بغداد'],193.0,258.0,,258 هـ
4471,العلاء بن صالح,صدوق له أوهام,[],90.5,155.5,,151هـ : 160هـ
4472,العلاء بن عبد الجبار,ثقة,['مكة'],147.0,212.0,,212 هـ
4473,العلاء بن عبد الرحمن بن يعقوب,صدوق ربما وهم,[],68.66666666666666,133.66666666666666,,130 وبضع ، أو : 132هـ ، أو : 139هـ
4474,العلاء بن عبد الله بن رافع,مقبول,[],96.0,161.0,,
4475,العلاء بن عتبة,صدوق,[],60.5,125.5,,121هـ : 130هـ
4476,العلاء بن عصيم,صدوق,[],141.5,206.5,,205 هـ ، أو : 208 هـ
4477,العلاء بن الفضل بن عبد الملك بن أبي سوية : خليفة بن عبدة ، وقيل : سهيل بن خليفة بن عبدة,ضعيف,[],155.0,220.0,,220 هـ
4478,العلاء بن اللجلاج,ثقة,['حلب'],55.0,120.0,,
4479,العلاء بن مسلمة بن عثمان بن محمد بن إسحاق,متروك,['بغداد'],180.5,245.5,,241 هـ : 250 هـ
4480,العلاء بن المسيب بن رافع,ثقة ربما وهم,[],80.5,145.5,,141 هـ : 150 هـ
4481,العلاء بن هلال بن عمر بن هلال بن أبي عطية,فيه لين,[],150.0,215.0,150هـ,215 هـ
4482,علاج بن عمرو,مقبول,[],55.0,120.0,,
4483,علاق بن أبي مسلم ، ويقال : ابن مسلم ، ويقال : غلاق,مجهول,[],70.0,135.0,,
4484,علاقة بن صحار,صحابي,[],-5.583333333333329,59.41666666666667,,
4485,علباء بن أحمر,صدوق ، من القراء,['مرو'],40.5,105.5,,101هـ : 110هـ
4486,علقمة بن أبي جمرة : نصر بن عمران,مجهول,[],96.0,161.0,,
4487,علقمة بن أبي علقمة : بلال,ثقة علامة,['المدينة'],65.0,130.0,,130هـ وبضع ، أو : أول خلافة أبي جعفر المنصور ، أو : في آخر خلافة أبي جعفر
4488,علقمة بن عبد الله بن سنان,ثقة,[],35.0,100.0,,100 هـ
4489,علقمة بن عمرو بن الحصين بن لبيد,صدوق له غرائب,[],191.0,256.0,,256 هـ
4490,علقمة بن قيس بن عبد الله بن مالك بن علقمة بن سلامان بن كهل ، ويقال : ابن كهيل بن بكر بن عوف ، ويقال : ابن المنتشر بن النخع,ثقة ثبت فقيه عابد,"['خوارزم', 'مرو', 'الكوفة']",1.0,66.0,في حياة رسول الله صلى الله عليه وآله وسلم,61 هـ ، أو 62 هـ ، أو 65 هـ ، أو 72 هـ ، أو 73 هـ ، ويقال : 63 هـ
4491,علقمة بن مرثد,ثقة,[],55.0,120.0,,120 هـ
4492,علقمة بن نضلة بن عبد الرحمن بن علقمة,مقبول,['مكة'],-65.0,0.0,,
4493,علقمة بن وائل بن حجر وهم من سماه وائل بن علقمة,صدوق إلا أنه لم يسمع من أبيه,['الكوفة'],30.5,95.5,,91هـ : 100هـ
4494,علقمة بن وقاص بن محصن بن كلدة بن عبد ياليل بن طريف بن عتوارة بن عامر بن مالك بن ليث بن بكر بن عبد مناة بن كنانة,ثقة ثبت,['المدينة'],20.25,85.25,ولد على عهده عهد النبي صلى الله عليه وسلم,في خلافة عبد الملك بن مروان
