rawi_index,name,grade
2670,سهل بن أبي سهل : زنجلة ، و هو : ابن أبي الصفدي ، أو ابن أبى السفدى,صدوق
2671,سهل بن أسلم,صدوق
2672,سهل بن بكار بن بشر,"ثقة , ربما وهم"
2673,سهل بن تمام بن بزيع,صدوق يخطئ
2674,سهل بن حماد,صدوق
2675,سهل بن حنيف بن واهب بن العكيم بن ثعلبة بن مجدعة بن الحارث بن عمرو بن خنساء ويقال : خناس بن عوف بن عمرو بن عوف بن مالك بن الأوس .,صحابي
2676,سهل بن سعد بن مالك بن خالد بن ثعلبة بن حارثة بن عمرو بن الخزرج بن ساعدة بن كعب بن الخزرج ، ويقال : سهل بن سعد بن سعد بن مالك ، والأول أصح,له ولأبيه صحبة
2677,سهل بن صالح بن حكيم,صدوق
2679,سهل بن عثمان بن فارس,أحد الحفاظ ، له غرائب
2680,سهل ابن الحنظلية ، وهو سهل بن عمرو ، ويقال : سهل بن الربيع بن عمرو ، ويقال : سهل بن عقيب بن عمرو بن عدي بن زيد بن جشم بن حارثة بن الحارث بن الخزرج بن عمرو : النبيت بن مالك بن الأوس,صحابي
2681,سهل بن محمد بن الزبير,ثقة
2682,سهل بن محمد بن عثمان,"صدوق , فيه دعابة"
2683,سهل بن معاذ بن أنس,لا بأس به إلا في روايات زبان عنه
2684,سهل بن هاشم بن بلال,لا بأس به
2685,سهل بن يوسف,ثقة
2686,أم سليم سهيلة وقيل رميلة ومليكة  بنت ملحان بن خالد بن زيد .,كانت من الصحابيات الفاضلات
2688,سهم بن منجاب بن راشد,ثقة
2689,سهيل بن أبي حزم : مهران ، ويقال : عبد الله,ضعيف
2690,سهيل بن أبي صالح : ذكوان,"صدوق , تغير حفظه بآخره"
2691,سواء,مقبول
2692,"سواء بن خالد , ويقال سوار",صحابي
2693,"سوادة بن أبي الأسود : عبد الله ، ويقال : مسلم بن مخراق  , ويقال : إنه مسلم القري",ثقة
2694,سوادة بن أبي الجعد ، ويقال : ابن الجعد,مقبول
2695,سوادة بن حنظلة,صدوق
2696,سوادة بن عاصم,صدوق
2697,أبو إدريس ، اسمه سوار ، وقيل : مساور,صدوق يتشيع
2698,سوار بن داود,صدوق له أوهام
2699,سوار بن عبد الله بن سوار بن عبد الله بن قدامة بن عنزة,ثقة
2700,سودة بنت زمعة بن قيس بن عبد شمس بن عبدود بن نصر بن مالك بن حسل بن عامر بن لؤي بن غالب,أم المؤمنين
2701,أبو الأسود : سويد,مقبول
2702,سويد بن حجير بن بيان,ثقة
2703,سويد بن حنظلة,صحابي
2704,سويد بن سعيد بن سهل بن شهريار,صدوق في نفسه ، إلا أنه عمي فصار يتلقن ما ليس من حديثه
2705,سويد بن عبد العزيز بن نمير,ضعيف جدا
2706,سويد بن عمرو,ثقة
2707,سويد بن غفلة بن عوسجة بن عامر بن وداع بن معاوية بن الحارث بن مالك بن عوف بن سعد بن عوف بن حريم بن جعفى بن سعد العشيرة بن مذحج  : مالك بن أدد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبأ بن يشجب بن يعرب بن قحطان,
2708,سويد بن قيس,صحابي
2709,سويد بن قيس,ثقة
2710,سويد بن مقرن بن عائذ,صحابي
2711,سويد بن نصر بن سويد,ثقة
2712,سويد بن النعمان بن مالك بن عامر بن مجدعة بن حارثة بن الحارث بن الخزرج بن عمرو بن مالك بن الأوس,"صحابي , شهد أحدا وما بعدها"
2713,سويد بن وهب,مجهول
2714,سويدة بنت جابر,لا تعرف
2715,سيار,مقبول
2716,سيار ، قيل : اسم أبيه : عبد الله ، وجزم به ابن حبان,صدوق
2717,سيار بن أبي سيار : وردان ، وقيل : ورد ، وقيل : دينار,ثقة
2718,سيار بن حاتم,صدوق له أوهام
2719,سيار بن سلامة,ثقة
2720,سيار بن عبد الرحمن,صدوق
2721,سيار بن منظور بن سيار,مقبول
2722,سيدان بن مضارب,صدوق
2723,سيف,وثقه العجلي
2724,سيف بن سليمان ، ويقال : ابن أبي سليمان,"ثقة ثبت , رمي بالقدر"
2725,سيف بن عبيد الله,صدوق ، ربما خالف
2726,سيف بن عمر,ضعيف الحديث ، عمدة في التاريخ
2727,سيف بن محمد,كذبوه
2728,سيف بن هارون,ضعيف
2729,شاذ بن فياض ، اسمه هلال,صدوق له أوهام وأفراد
2730,شبابة بن سوار ، قيل : اسمه مروان,"ثقة حافظ , رمي بالإرجاء"
2731,شباك,"ثقة , له ذكر في صحيح مسلم , وكان يدلس"
2732,شبث بن ربعي,
2733,شبل بن حامد ، ويقال : ابن خالد ، ويقال : ابن خليد ، ويقال : ابن معبد,مقبول
2734,شبل بن عباد,ثقة رمي بالقدر
2735,شبيب بن بشر ، ويقال : ابن عبد الله,صدوق يخطئ
2736,شبيب بن سعيد,لا بأس بحديثه من رواية ابنه أحمد عنه ، لا من رواية ابن وهب
2737,شبيب بن شيبة,مجهول
2738,شبيب بن شيبة بن عبد الله بن عمرو بن الأهتم : سنان بن سمى  بن سنان بن خالد بن منقر,صدوق يهم في الحديث
2739,شبيب بن عبد الملك,صدوق
2740,شبيب بن غرقدة,ثقة
2742,شبيل بن عزرة بن عمير,صدوق يهم
2743,شتير بن شكل بن حميد,ثقة
2744,سمير بن نهار ، وقيل : شتير,صدوق
2745,شجاع بن مخلد,"صدوق , وهم في حديث واحد رفعه ، وهو موقوف"
2746,شجاع بن الوليد,مقبول
2747,شجاع بن الوليد بن قيس,"صدوق , ورع ، له أوهام"
2748,شداد,مقبول يرسل
2749,شداد بن أبي عمرو بن حماس بن عمرو,مجهول
2750,شداد بن أوس بن ثابت,صحابي
2751,شداد بن حي,صدوق
2752,شداد بن سعيد,صدوق يخطئ
2753,شداد بن عبد الله,"ثقة , يرسل"
2754,شداد بن الهاد ، قيل : اسمه أسامة بن عمرو ، وقال خليفة بن خياط : اسم الهاد أسامة بن عمرو بن عبد الله بن جابر بن بشر بن عتوارة بن عامر بن مالك بن ليث بن بكر ، وقال مسلم بن الحجاج : يقال : اسم الهاد أسامة بن عمرو بن عبد الله بن بر بن عتوارة بن عامر بن ليث,"صحابي , شهد الخندق وما بعدها"
2755,شراحيل بن آدة ، قال محمد بن سعد : شراحيل بن شرحبيل بن كليب بن آدة ، ويقال : شراحيل بن كليب بن آدة ، ويقال : شراحيل بن شراحيل ، ويقال : شرحبيل بن شرحبيل ، والأول أشهر,ثقة
2756,شراحيل بن يزيد,صدوق
2757,شرحبيل بن سعد,"صدوق , اختلط بآخره"
2758,شرحبيل بن سعيد بن سعد بن عبادة,مقبول
2759,شرحبيل بن السمط بن الأسود بن جبلة بن عدي بن ربيعة بن معاوية الأكرمين بن الحارث بن معاوية بن ثور بن مرتع بن كندة,جزم ابن سعد بأن له وفادة
2760,شرحبيل بن شريك ، وقال ابن يونس : شرحبيل بن عمرو بن شريك,صدوق
2761,شرحبيل بن شفعة,صدوق
2762,شرحبيل بن عبد الله بن المطاع ، وهو شرحبيل ابن حسنة,"صحابي جليل , كان أميرا في فتح الشام"
2763,شرحبيل بن مدرك,ثقة
2764,شرحبيل بن مسلم بن حامد,"صدوق , فيه لين"
2766,شريح بن أرطاة بن الحارث,مقبول
2767,شريح بن الحارث بن قيس بن الجهم بن معاوية بن عامر بن الرائش بن الحارث بن معاوية بن ثور بن مرتع بن كندة ، ويقال : شريح بن شرحبيل ، ويقال : ابن شراحيل,ثقة ، وقيل : له صحبة
2768,شريح بن عبيد بن شريح بن عبد بن عريب,ثقة
2769,شريح بن مسلمة,صدوق
2770,شريح بن النعمان,صدوق
2771,"شريح بن هانئ بن يزيد بن نهيك ، ويقال : ابن يزيد بن الحارث بن كعب , وقال أبو حاتم : شريح بن هانئ بن نهيك بن دريد بن سفيان بن سلمة وهو الضباب بن الحارث بن كعب بن مذحج",ثقة
2772,شريح بن يزيد,ثقة
2773,الشريد بن سويد,"صحابي , شهد بيعة الرضوان"
2774,شريق,مقبول
2775,"شريك بن حنبل , وقال بعضهم : ابن شرحبيل ، وهو وهم",ثقة
2776,شريك بن شهاب,مقبول
2777,شريك بن عبد الله بن أبي شريك : الحارث بن أوس بن الحارث بن الأذهل بن وهبيل بن سعد بن مالك بن النخع,"صدوق يخطئ كثيرا , تغير حفظه منذ ولي القضاء بالكوفة ، وكان عادلا فاضلا عابدا شديدا على أهل البدع"
2778,شريك بن عبد الله بن أبي نمر,صدوق يخطئ
2779,شعبة بن الحجاج بن الورد,"ثقة حافظ , متقن"
2780,شعبة بن دينار,لا بأس به
2781,شعبة بن دينار,صدوق سيء الحفظ
2782,شعثاء بنت عبد الله,لا تعرف
2783,أبو إسرائيل : شعيب,مقبول
2784,شعيب,لا بأس به
2785,شعيب بن أبي حمزة : دينار,ثقة عابد
2786,شعيب بن إسحاق بن عبد الرحمن بن عبد الله بن راشد,"ثقة , رمي بالإرجاء"
2787,شعيب بن أيوب بن زريق بن معبد بن شيطا,صدوق يدلس
2788,شعيب بن بيان بن زياد بن ميمون,صدوق يخطئ
2789,شعيب بن الحبحاب,ثقة
2790,شعيب بن حرب,ثقة عابد
2791,شعيب بن خالد,ليس به بأس
2792,شعيب بن رزيق,صدوق يخطئ
2793,شعيب بن رزيق,لا بأس به
2794,شعيب بن شعيب بن إسحاق بن عبد الرحمن بن عبد الله بن راشد,صدوق
2795,شعيب بن صفوان بن الربيع بن الركين,مقبول
2796,شعيب بن عمرو بن سليم ، وقال ابن حبان : شعيب بن عمرو بن صهيب بن سنان,مقبول
2797,شعيب بن الليث بن سعد بن عبد الرحمن,ثقة نبيل فقيه
2798,شعيب بن محمد بن عبد الله بن عمرو بن العاص ، وقد ينسب إلى جده,صدوق ، ثبت سماعه من جده
2799,شعيب بن يحيى بن السائب,صدوق عابد
2800,شعيب بن يوسف,"ثقة , صاحب حديث"
2801,شعيث بن عبيد الله بن الزبيب,مقبول
2802,الشفاء بنت عبد الله بن عبد شمس بن خلف ، ويقال : خالد بن شداد ، ويقال : صداد ، ويقال : ضرار بن عبد الله بن قرط بن رزاح بن عدي بن كعب ، ويقال : الشفاء بنت عبد الله بن هاشم بن خلف بن عبد شمس بن شداد ، قال أحمد بن صالح : اسمها ليلى ، وغلب عليها الشفاء,صحابية ، لها أحاديث
2803,شفعة,مقبول
2804,شفي بن ماتع ، ويقال : ابن عبد الله,ثقة
2805,"شقران , قيل : اسمه صالح بن عدي",شهد بدرا
2806,شقيق,مجهول
2807,أبو أروى,
2809,شقيق بن سلمة,ثقة
2810,شقيق بن عقبة,ثقة
2811,شكل بن حميد,"صحابي , له حديث"
2812,شمر بن عطية,صدوق
2813,"شمعون بن زيد بن خنافة , ويقال : شمغون","صحابي , شهد فتح دمشق"
