rawi_index,name,shuhrah,laqab,kunyah,nasab,place_iqama,selat_karaba,aqeedah,date_birth,date_death,place_birth,place_death,place_travel,date_travel,tabaqah,grade_ibn_hajar,grade_thahabi
3966,"عبد الله بن الهيثم بن عثمان , ويقال : ابن محمد بن الهيثم",,,أبو محمد,"العبدي , البصري",نزيل الرقة ،  الجزيرة,أخو أبي العالية إسماعيل بن الهيثم,,,261 هـ,,ناحية فارس ، أو بالشام ، أو  بناحية قورس,,,الحادية عشرة,لا بأس به,ثقة
3967,عبد الله بن واقد,,,أبو قتادة,الهروي ، الحراني,,,,,,,,,,السابعة,مجهول,واه
3968,عبد الله بن واقد بن الحارث بن عبد الله بن أرقم بن زياد بن مطرف بن النعمان بن سلمة بن ثعلبة بن الدؤل بن حنيفة,أبو رجاء,,أبو رجاء,"الحنفي , الهروي , الخراساني",,يقال : إنه والد أحمد بن أبي رجاء الهروي,,,بعد 160 هـ,,,,,السابعة,ثقة ، موصوف بخصال من الخير,وثقه أحمد
3969,عبد الله بن واقد بن عبد الله بن عمر بن الخطاب,,,,العمري ، العدوي ، القرشي ، المدني,,أمه : أمة الله بنت عبد الله بن عياش بن أبي ربيعة ، عمه : عبد الله بن عبد الله بن عمر,,,117 هـ ، أو 119 هـ,,,,,الرابعة,مقبول,ثقة
3970,عبد الله بن وديعة بن خدام,,,,"الأنصاري , المدني ، الكوفي",,أخو يزيد ، وعم ثابت بن يزيد بن وديعة ، وقيل : أخوه,,,قتل يوم الحرة,,الحرة,,,مختلف في صحبته,مختلف في صحبته ، ووثقه ابن حبان,
3971,"عبد الله بن الوضاح بن سعيد , ويقال : ابن سعد",,,أبو محمد,"الكوفي , اللؤلؤي , الوضاحي , الأودي ، ويقال : الأزدي",,,,,250 هـ,,,,,كبار الحادية عشرة,مقبول,ثقة
3972,عبد الله بن الوليد بن عبد الله بن معقل بن مقرن,,,,المزني ، الكوفي ، ويقال: العجلي,,ابن بنت إياس بن عبد المزني,,,151 هـ : 160 هـ,,,,,السابعة,ثقة,قال أبو حاتم : صالح الحديث
3973,عبد الله بن الوليد بن قيس بن الأخرم,,,,"التجيبي , المصري",,,,,131 هـ,,,,,السادسة,لين الحديث,
3974,عبد الله بن الوليد بن ميمون بن عبد الله,العدني,العدني,أبو محمد,المكي ، العدني ، الأموي مولاهم ، اليمني,نزيل مكة,مولى عثمان بن عفان,,,201 هـ : 210 هـ,,,,,من كبار العاشرة,صدوق ربما أخطأ,شيخ
3975,عبد الله بن وهب بن زمعة بن الأسود بن المطلب بن أسد بن عبد العزى بن قصي,,,أبو سنان,الأسدي ، القرشي ، الزمعي ، الغنمي ، التميمي,,أخوه عبد الله بن وهب الأكبر ، وزوجته كريمة بنت المقداد بن الأسود ، وابنا ابنه يعقوب بن عبد الله بن عبد الله وموسى بن يعقوب ، وابنته قريبة بنت عبد الله بن وهب بن زمعة ، وكان عريف بني أسد,,,,,,,,الثالثة,وهو ثقة,ثقة
3976,عبد الله بن وهب بن مسلم,,الحافظ,أبو محمد,"القرشي مولاهم , المصري ، الفهري مولاهم ، الحافظ",المدينة ، مصر,وابن أخيه أحمد بن عبد الرحمن بن وهب ، القرشي ، مولاهم ، كان مولى ريحانة مولاة يزيد بن أنس الفهري ، القرشي مولاهم ، مولى رمانة المصري,,125 هـ,197 هـ,,مصر,,,التاسعة,ثقة حافظ ، عابد,أحد الأعلام
3977,عبد الله بن يامين,,,,الطائفي,,,,,,,,,,الثالثة,مجهول الحال,
3978,عبد الله بن يحيى,,,,"الأنصاري , السلمي , المدني",,من ولد كعب بن مالك,,,,,,,,السابعة,مجهول,وثق
3979,عبد الله بن يحيى ، وليس بالتوأم,,,أبو محمد,الثقفي ، البصري,,,,,211 هـ : 220 هـ,,,,,من كبار العاشرة,ثقة,ثقة
3980,عبد الله بن يحيى,البرلسي,,أبو يحيى,"المعافري , ويقال : الكلاعي , البرلسي ، المصري",,,,,212 هـ,,البرلس,,,من كبار العاشرة,لا بأس به,ثقة
3981,عبد الله بن يحيى بن أبي كثير,,,,اليمامي,اليمامة,ابن أخيه يحيى بن أبي كثير بن يحيى بن أبي كثير,,,171 هـ : 180 هـ,,,,,الثامنة,صدوق,قال أبو حاتم : صدوق
3982,عبد الله بن يحيى بن سلمان ، ويقال : اسمه عبادة ، ويقال : عباد,أبو يعقوب ، التوأم,التوأم,أبو يعقوب,الثقفي ، البصري,,,,,171 هـ : 180 هـ,,,,,الثامنة,ضعيف,ضعفه ابن معين ، وقواه ابن حبان
3983,عبد الله بن يزيد,,الأعور,أبو عبد الرحمن,"المخزومي , القرشي ، المدني , المقرئ , الأعور",مكة,مولى الأسود بن سفيان ، و يقال مولى الأسود بن عبد الأسد,,,148 هـ,,,,,السادسة,ثقة,ثقة
3984,عبد الله بن يزيد,,,,البصري,,رضيع عائشة أم المؤمنين,,,,,,,,الثالثة,وثقه العجلي,
3985,عبد الله بن يزيد,,,أبو عبد الرحمن,"المعافري , الحبلي , المصري",,,,,100 هـ,,"إفريقية , أو بباب تونس ، و يقال بقرطبة",إفريقية,,الثالثة,ثقة,ثقة
3986,عبد الله بن يزيد,,,,الدمشقي,,,,,,,,,,السادسة,ضعيف,حسن له الترمذي
3987,عبد الله بن يزيد,,القصير ، الحافظ,أبو عبد الرحمن,المكي ، القرشي ، العدوي مولاهم ، القصير ، الأهوازي ، البصري ، الحافظ ، المقرئ,سكن مكة ، البصرة,"مولى آل عمر بن الخطاب, وابنه محمد بن عبد الله بن يزيد المقرئ",,,212 هـ ، أو 213 هـ,,مكة,,,التاسعة,ثقة فاضل ، أقرأ القرآن نيفا وسبعين سنة,ثقة ، لقن سبعين عاما
3988,عبد الله بن يزيد بن زيد بن حصين بن عمرو بن الحارث بن خطمة : عبد الله بن خثيم بن مالك بن الأوس,,,أبو موسى,"الأوسي , الأنصاري , الخطمي",الكوفة,ابنه موسى بن عبد الله بن يزيد الخطمي ، وابن ابنته عدي بن ثابت الأنصاري ، وكان أميرا على الكوفة لابن الزبير ، وكان الشعبي كاتبه,,,بعد 70 هـ,,الكوفة,,,صحابي صغير,صحابي صغير,صحابي
3990,عبد الله بن يزيد,,,,المدني,,,,,121 هـ : 130 هـ,,,,,الثالثة,صدوق,ثقة
3991,عبد الله بن يزيد بن مقسم,ابن ضبة,,,الطائفي الأصل ، الثقفي مولاهم ، البصري,,الثقفي مولاهم ، ابنه عبد العظيم ، عمته سارة بنت مقسم,,,161 هـ : 170 هـ,,,,,التاسعة,صدوق,شيخ
3992,عبد الله بن يزيد بن وديعة,,,,الأنصاري,,,,,,,,,,الثالثة,مقبول,
3993,عبد الله بن يسار,,,,"الجهني , الكوفي",,والد عمار,,,101 هـ : 110 هـ,,,,,من كبار الثالثة,ثقة,ثقة
3994,عبد الله بن يسار,,,أبو همام,الكوفي,,,,,,,,,,الثالثة,مجهول,وثق
3995,عبد الله بن يسار,,الأعرج,,"المكي , الأعرج ، القرشي ، المديني",,مولى ابن عمر,,,131 هـ : 140 هـ,,,,,الخامسة,مقبول,وثق
3996,عبد الله بن يعقوب بن إسحاق,,,,المدني,,,,,,,,,,التاسعة,مجهول الحال,
3997,عبد الله بن يوسف,,الحافظ,أبو محمد,"التنيسي , الكلاعي , المصري, الدمشقي الأصل ، الحافظ",نزل تنيس ، بمصر,,,,218 هـ,,مصر,مصر,,كبار العاشرة,ثقة متقن ، من أثبت الناس في الموطأ,قال ابن معين : ما بقي في الموطأ أوثق من ابن يوسف
3998,عبد الله بن يونس,,,,الحجازي,,,,,,,,,,السادسة,مجهول الحال / مقبول,
3999,عبد المؤمن بن خالد,,,أبو خالد,"الحنفي , المروزي , القاضي",مرو,,,,161 هـ : 170 هـ,,,,,السابعة,لا بأس به,صدوق
4000,عبد المتعالي بن طالب بن إبراهيم,,,أبو محمد,"الأنصاري , الظفري , البغدادي , يقال : البلخي الأصل",بغداد,,,,226 هـ,,,,,العاشرة,ثقة,ثقة
4001,عبد المجيد بن سهيل بن عبد الرحمن بن عوف,,,أبو محمد ، أبو عبد الرحمن ، ويقال : أبو وهب,الزهري ، المدني ، القرشي,,ابن عمه صالح بن إبراهيم بن عبد الرحمن بن عوف ، وعمه أبي سلمة بن عبد الرحمن بن عوف ، له من الولد : سهيل ، وسودة ، وأمة العزيز ، وأمهم أم عمرو بنت عبد العزيز بن عبد الرحمن بن زمعة بن أبي قيس بن عبدود بن نصر بن مالك بن حسل بن عامر بن لؤي,,,131 هـ : 140 هـ,,,,,السادسة,ثقة,ثقة
4002,عبد المجيد بن عبد العزيز بن أبي رواد,,,أبو عبد الحميد,الأزدي مولاهم ، المكي ، مروزي الأصل,سكن مكة,مولى المهلب بن أبي صفرة ، وهو ابن عم عثمان بن جبلة بن أبي رواد,كان مرجئا داعية للإرجاء,,206 هـ,,,,,التاسعة,صدوق يخطئ ، وكان مرجئا,قال أحمد : ثقة يغلو في الإرجاء . وقال أبو حاتم : ليس بالقوي
4003,عبد المطلب بن ربيعة بن الحارث بن عبد المطلب بن هاشم,,,,الهاشمي ، القرشي ، شامي,سكن المدينة ، ثم سكن الشام,"ابن ابن عم رسول الله صلى الله عليه وسلم ، وأمه أم الحكم بنت الزبير بن عبد المطلب ، وابنه عبد الله بن عبد الله بن الحارث بن نوفل ، وقال البرقي في "" كتابه في الصحابة "" : ولد ربيعة ابن الحارث عبد الله وأبا حمزة وعونا وعباسا وجهضما وعياضا وعبد المطلب ،  زوجه أبو سفيان بن الحارث بن عبد المطلب ابنته",,,61 هـ ، أو 62 هـ,,دمشق,الشام ، مصر,"انتقل إلى الشام في خلافة عمر
قدم مصر لغزو إفريقية 29 هـ",صحابي,صحابي,صحابي
4004,عبد الملك,,,,الزبيري,,,,,,,,,,الثالثة,مجهول,مجهول
4005,عبد الملك ، قال ابن حجر : ويحتمل أن يكون ابن أبي نضرة,,,أبو جعفر,البصري ، ويقال : المدني,,,,,,,,,,السابعة,مقبول,وثق
4006,عبد الملك,,,,القيسي,,والد طود,,,,,,,,السادسة,مجهول,
4007,عبد الملك بن إبراهيم,,,أبو عبد الله,"الجدي ، القرشي , الحجازي , المكي ، الهاشمي ، مولى بني عبد الدار",,مولى بني عبد الدار,,,204 هـ ، أو : 205 هـ,,,,,التاسعة,صدوق,قال المقرئ : هو أحفظ مني ، خرج له البخاري مقرونا
4008,عبد الملك بن أبي بكر بن عبد الرحمن بن الحارث بن هشام بن المغيرة بن عبد الله بن عمرو بن مخزوم,,,,المخزومي ، المدني ، القرشي,,أمه سارة بنت هشام بن الوليد بن المغيرة ، وأخو الحارث وعمر,,,في أول ولاية هشام بن عبد الملك,,,,,الخامسة,ثقة,ثقة شريف
4009,عبد الملك بن أبي جميلة,,,,,,,,,,,,,,السابعة,مجهول,
4010,عبد الملك بن أبي سليمان : ميسرة,,العرزمي ، الحافظ,أبو محمد ، ويقال : أبو سليمان ، وقيل : أبو عبد الله,العرزمي ، الكوفي ، الحافظ ، وقيل : مولى بني فزارة ، وقيل : من أنفسهم,جبانة عرزم بالكوفة,عم محمد بن عبيد الله العرزمي مولى النخع ، وقيل : مولى بني فزارة ، وقيل : من أنفسهم,,,145 هـ أو147 هـ,,,,,الخامسة,صدوق له أوهام,قال أحمد : ثقة يخطئ ، من أحفظ أهل الكوفة ، رفع أحاديث عن عطاء
